,Year,Crash Descriptor,Date,Municipality,Collision Type Descriptor,County Name,Road Descriptor,Weather Conditions,Road Surface Conditions,Event Descriptor,Number of Vehicles Involved
756847,2016,Property Damage & Injury Accident,2016-08-07,PULTENEY,OTHER,STEUBEN,Straight at Hill Crest,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
756858,2016,Property Damage Accident,2016-08-02,POMFRET,OTHER,CHAUTAUQUA,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
756991,2016,Property Damage Accident,2016-07-21,DEWITT,OTHER,ONONDAGA,Curve and Grade,Clear,Unknown,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757071,2016,Property Damage Accident,2016-07-25,ROCHESTER,OTHER,MONROE,Unknown,Unknown,Unknown,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757234,2016,Property Damage Accident,2016-07-16,PENFIELD,OTHER,MONROE,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757277,2016,Property Damage Accident,2016-07-06,,OTHER,SULLIVAN,Unknown,Unknown,Unknown,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757374,2016,Property Damage Accident,2016-07-20,RICHMOND,OTHER,RICHMOND,Unknown,Unknown,Unknown,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757380,2016,Property Damage Accident,2016-07-20,,OTHER,JEFFERSON,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757405,2016,Injury Accident,2016-08-07,ESOPUS,OTHER,ULSTER,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757413,2016,Property Damage Accident,2016-08-02,GRANVILLE,OTHER,WASHINGTON,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757451,2016,Property Damage & Injury Accident,2016-07-20,SHAWANGUNK,OTHER,ULSTER,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757455,2016,Property Damage & Injury Accident,2016-07-28,LEE,OTHER,ONEIDA,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757508,2016,Property Damage & Injury Accident,2016-08-07,,OTHER,SARATOGA,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757510,2016,Property Damage Accident,2016-07-02,DRYDEN,OTHER,TOMPKINS,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757520,2016,Property Damage Accident,2016-07-27,SARATOGA SPRINGS,OTHER,SARATOGA,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757578,2016,Property Damage Accident,2016-08-07,CHENANGO,OTHER,BROOME,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757586,2016,Injury Accident,2016-07-29,ANDES,OTHER,DELAWARE,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757588,2016,Property Damage & Injury Accident,2016-07-27,BOVINA,OTHER,DELAWARE,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757597,2016,Property Damage & Injury Accident,2016-08-05,NORTHAMPTON,OTHER,FULTON,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757728,2016,Property Damage Accident,2016-08-03,AURORA,OTHER,ERIE,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757795,2016,Property Damage Accident,2016-08-08,WAWAYANDA,OTHER,ORANGE,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757817,2016,Property Damage Accident,2016-08-01,MOREAU,OTHER,SARATOGA,Straight and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757836,2016,Property Damage & Injury Accident,2016-08-05,COBLESKILL,OTHER,SCHOHARIE,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757868,2016,Property Damage & Injury Accident,2016-07-30,TUXEDO,OTHER,ORANGE,Curve and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757869,2016,Property Damage Accident,2016-07-30,TUXEDO,OTHER,ORANGE,Curve and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
757883,2016,Property Damage & Injury Accident,2016-07-27,DARIEN,OTHER,GENESEE,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
758387,2016,Property Damage Accident,2016-07-25,ANNSVILLE,OTHER,ONEIDA,Curve and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
758473,2016,Property Damage Accident,2016-07-18,ROCHESTER,OTHER,MONROE,Unknown,Unknown,Unknown,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
758870,2016,Property Damage & Injury Accident,2016-04-18,BROOKHAVEN,OTHER,SUFFOLK,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759347,2016,Property Damage Accident,2016-07-18,BUFFALO,OTHER,ERIE,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759507,2016,Property Damage & Injury Accident,2016-05-08,BROOKHAVEN,OTHER,SUFFOLK,Curve and Level,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759524,2016,Property Damage Accident,2016-07-29,LEICESTER,OTHER,LIVINGSTON,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759671,2016,Property Damage & Injury Accident,2016-08-07,HECTOR,OTHER,SCHUYLER,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759697,2016,Property Damage Accident,2016-08-08,TROY,OTHER,RENSSELAER,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759698,2016,Property Damage Accident,2016-07-22,CALLICOON,OTHER,SULLIVAN,Curve at Hill Crest,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759713,2016,Property Damage & Injury Accident,2016-08-07,COVINGTON,OTHER,WYOMING,Curve and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759734,2016,Property Damage Accident,2016-07-31,KIANTONE,OTHER,CHAUTAUQUA,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759741,2016,Property Damage Accident,2016-08-09,WINDSOR,OTHER,BROOME,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759750,2016,Property Damage Accident,2016-08-08,MAINE,OTHER,BROOME,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759884,2016,Property Damage & Injury Accident,2016-08-04,BEEKMANTOWN,OTHER,CLINTON,Curve and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759900,2016,Property Damage Accident,2016-07-24,PLAINFIELD,OTHER,OTSEGO,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759906,2016,Injury Accident,2016-07-30,EATON,OTHER,MADISON,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759922,2016,Injury Accident,2016-08-08,BRUNSWICK,OTHER,RENSSELAER,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
759987,2016,Property Damage Accident,2016-08-06,LYSANDER,OTHER,ONONDAGA,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760012,2016,Property Damage & Injury Accident,2016-08-05,MOUNT PLEASANT,OTHER,WESTCHESTER,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760228,2016,Injury Accident,2016-07-22,WEST TURIN,OTHER,LEWIS,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760456,2016,Property Damage Accident,2016-08-02,COBLESKILL,OTHER,SCHOHARIE,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760470,2016,Property Damage Accident,2016-07-23,QUEENSBURY,OTHER,WARREN,Curve and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760476,2016,Property Damage & Injury Accident,2016-08-09,MONTICELLO,OTHER,SULLIVAN,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760481,2016,Property Damage Accident,2016-08-06,NORTH GREENBUSH,OTHER,RENSSELAER,Curve and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760482,2016,Property Damage & Injury Accident,2016-07-09,WOODBURY,OTHER,ORANGE,Straight and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760501,2016,Property Damage & Injury Accident,2016-08-10,AVON,OTHER,LIVINGSTON,Straight and Grade,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760506,2016,Property Damage Accident,2016-08-09,LIVONIA,OTHER,LIVINGSTON,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760509,2016,Property Damage Accident,2016-08-03,SENECA,OTHER,ONTARIO,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760512,2016,Property Damage Accident,2016-06-05,NORFOLK,OTHER,ST. LAWRENCE,Straight and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760524,2016,Property Damage Accident,2016-08-09,NEWFIELD,OTHER,TOMPKINS,Curve at Hill Crest,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760615,2016,Property Damage Accident,2016-08-10,VESTAL,OTHER,BROOME,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760634,2016,Property Damage & Injury Accident,2016-08-10,RODMAN,OTHER,JEFFERSON,Curve and Grade,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760693,2016,Property Damage & Injury Accident,2016-07-31,ISLIP,OTHER,SUFFOLK,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760760,2016,Property Damage & Injury Accident,2016-08-04,CONCORD,OTHER,ERIE,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760764,2016,Property Damage & Injury Accident,2016-07-30,BLOOMING GROVE,OTHER,ORANGE,Curve and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760766,2016,Property Damage & Injury Accident,2016-08-01,,OTHER,ORANGE,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760768,2016,Property Damage & Injury Accident,2016-07-29,BLOOMING GROVE,OTHER,ORANGE,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760797,2016,Property Damage Accident,2016-08-06,WINDSOR,OTHER,BROOME,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760818,2016,Property Damage & Injury Accident,2016-08-06,COCHECTON,OTHER,SULLIVAN,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760830,2016,Property Damage Accident,2016-07-23,OYSTER BAY,OTHER,NASSAU,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760832,2016,Property Damage & Injury Accident,2016-07-28,SANFORD,OTHER,BROOME,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760875,2016,Property Damage & Injury Accident,2016-07-19,LE RAY,OTHER,JEFFERSON,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760876,2016,Property Damage & Injury Accident,2016-07-22,NEW BALTIMORE,OTHER,GREENE,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760883,2016,Property Damage & Injury Accident,2016-08-08,CATSKILL,OTHER,GREENE,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760887,2016,Property Damage Accident,2016-08-10,RIVERSIDE,OTHER,STEUBEN,Curve and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760889,2016,Property Damage Accident,2016-08-09,CATSKILL,OTHER,GREENE,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760899,2016,Property Damage & Injury Accident,2016-08-06,LE RAY,OTHER,JEFFERSON,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
760900,2016,Property Damage & Injury Accident,2016-07-25,WAWARSING,OTHER,ULSTER,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761223,2016,Property Damage Accident,2016-08-08,BRASHER,OTHER,ST. LAWRENCE,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761432,2016,Property Damage Accident,2016-08-10,ESOPUS,OTHER,ULSTER,Straight and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761456,2016,Property Damage & Injury Accident,2016-08-06,LEE,OTHER,ONEIDA,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761467,2016,Property Damage Accident,2016-08-11,NEWBURGH,OTHER,ORANGE,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761471,2016,Property Damage Accident,2016-08-10,EAST BLOOMFIELD,OTHER,ONTARIO,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761579,2016,Property Damage Accident,2016-08-08,ARCADIA,OTHER,WAYNE,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761587,2016,Property Damage & Injury Accident,2016-07-31,COVINGTON,OTHER,WYOMING,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761595,2016,Property Damage Accident,2016-08-10,CHEMUNG,OTHER,CHEMUNG,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761617,2016,Property Damage Accident,2016-08-01,AFTON,OTHER,CHENANGO,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761627,2016,Property Damage & Injury Accident,2016-08-06,SHERMAN,OTHER,CHAUTAUQUA,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761700,2016,Property Damage & Injury Accident,2016-08-10,BROOKHAVEN,OTHER,SUFFOLK,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761730,2016,Property Damage Accident,2016-08-08,BETHEL,OTHER,SULLIVAN,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761757,2016,Property Damage & Injury Accident,2016-08-10,PLEASANT VALLEY,OTHER,DUTCHESS,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761780,2016,Property Damage & Injury Accident,2016-08-08,BEDFORD,OTHER,WESTCHESTER,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761787,2016,Property Damage Accident,2016-08-09,CLIFTON PARK,OTHER,SARATOGA,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761791,2016,Property Damage & Injury Accident,2016-08-11,WILLIAMSTOWN,OTHER,OSWEGO,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761792,2016,Property Damage Accident,2016-08-10,RATHBONE,OTHER,STEUBEN,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761793,2016,Property Damage Accident,2016-08-07,LEWISBORO,OTHER,WESTCHESTER,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761908,2016,Property Damage & Injury Accident,2016-08-11,BRISTOL,OTHER,ONTARIO,Straight at Hill Crest,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761910,2016,Property Damage & Injury Accident,2016-08-11,TUSCARORA,OTHER,NIAGARA,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761922,2016,Property Damage Accident,2016-08-11,RAMAPO,OTHER,ROCKLAND,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761943,2016,Property Damage Accident,2016-08-11,DRYDEN,OTHER,TOMPKINS,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761947,2016,Property Damage Accident,2016-08-09,THOMPSON,OTHER,SULLIVAN,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761966,2016,Property Damage & Injury Accident,2016-08-05,LAURENS,OTHER,OTSEGO,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761967,2016,Property Damage Accident,2016-08-10,MORRIS,OTHER,OTSEGO,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761968,2016,Property Damage & Injury Accident,2016-08-09,HARTWICK,OTHER,OTSEGO,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
761997,2016,Property Damage Accident,2016-02-06,ELLICOTTVILLE,OTHER,CATTARAUGUS,Curve and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762005,2016,Property Damage & Injury Accident,2016-05-23,ELLICOTTVILLE,OTHER,CATTARAUGUS,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762006,2016,Property Damage Accident,2016-03-12,ELLICOTTVILLE,OTHER,CATTARAUGUS,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762017,2016,Property Damage Accident,2016-08-09,GLENVILLE,OTHER,SCHENECTADY,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762019,2016,Property Damage Accident,2016-08-07,CORTLANDVILLE,OTHER,CORTLAND,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762023,2016,Property Damage & Injury Accident,2016-08-06,LYSANDER,OTHER,ONONDAGA,Curve and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762083,2016,Property Damage & Injury Accident,2016-08-07,EDEN,OTHER,ERIE,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762103,2016,Property Damage & Injury Accident,2016-08-11,ELLENBURG,OTHER,CLINTON,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762138,2016,Property Damage & Injury Accident,2016-07-15,KIRKWOOD,OTHER,BROOME,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762140,2016,Property Damage Accident,2016-07-31,WINDSOR,OTHER,BROOME,Curve and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762153,2016,Property Damage & Injury Accident,2016-07-30,COLESVILLE,OTHER,BROOME,Straight and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762191,2016,Property Damage & Injury Accident,2016-08-06,LAURENS,OTHER,OTSEGO,Straight and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762251,2016,Injury Accident,2016-08-13,CANANDAIGUA,OTHER,ONTARIO,Curve and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762255,2016,Property Damage Accident,2016-08-06,TUXEDO,OTHER,ORANGE,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762313,2016,Property Damage Accident,2016-08-07,ALLEGANY,OTHER,CATTARAUGUS,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762330,2016,Injury Accident,2016-08-09,CAIRO,OTHER,GREENE,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762402,2016,Property Damage Accident,2016-07-24,ALTONA,OTHER,CLINTON,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762427,2016,Property Damage & Injury Accident,2016-07-18,WARRENSBURG,OTHER,WARREN,Curve and Level,Cloudy,Unknown,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762446,2016,Property Damage Accident,2016-08-06,WAYLAND,OTHER,STEUBEN,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762447,2016,Property Damage & Injury Accident,2016-08-07,ANDOVER,OTHER,ALLEGANY,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
762483,2016,Fatal Accident,2016-07-22,SANFORD,OTHER,BROOME,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
